centre,param,points,x1,x2,x3,external model
3,x2,1,-2.9588923872642967,-1.956411834532,0.272722082301625,5.827900038427011
3,x2,2,-2.9588923872642967,-1.3284118345320002,0.272722082301625,6.414953128232386
3,x2,3,-2.9588923872642967,-0.7004118346798052,0.272722082301625,2.726170032211415
3,x2,4,-2.9588923872642967,-0.07241183453200017,0.272722082301625,-0.1451458571395696
3,x2,5,-2.9588923872642967,0.5555881654679999,0.272722082301625,1.7655874348602207
3,x2,6,-2.9588923872642967,1.183588165468,0.272722082301625,5.820116556932848
3,x2,7,-2.9588923872642967,1.8115881654680002,0.272722082301625,6.420132689728563
3,x2,8,-2.9588923872642967,2.4395881654680003,0.272722082301625,2.7371609334875475
3,x2,9,-2.9588923872642967,3.0675881654680004,0.272722082301625,-0.1435193504619891
3,x3,0,-2.9588923872642967,-0.7004118346798052,-2.867277917504,1.4982671502781209
3,x3,1,-2.9588923872642967,-0.7004118346798052,-2.2392779175040003,2.2694428766845154
3,x3,2,-2.9588923872642967,-0.7004118346798052,-1.611277917504,2.6038082927019626
3,x3,3,-2.9588923872642967,-0.7004118346798052,-0.9832779175040001,2.709287104818497
3,x3,4,-2.9588923872642967,-0.7004118346798052,-0.35527791750399995,2.725981077304186
3,x3,5,-2.9588923872642967,-0.7004118346798052,0.272722082301625,2.726170032211415
3,x3,6,-2.9588923872642967,-0.7004118346798052,0.9007220824959998,2.7143118493734564
3,x3,7,-2.9588923872642967,-0.7004118346798052,1.528722082496,2.6270424664073317
3,x3,8,-2.9588923872642967,-0.7004118346798052,2.156722082496,2.33317587871095
3,x3,9,-2.9588923872642967,-0.7004118346798052,2.784722082496,1.633704139464538
4,x1,0,-2.7967260651120003,-2.9061562137756805,1.6861934054636696,-0.23047407694692085
4,x1,1,-2.168726065112,-2.9061562137756805,1.6861934054636696,-1.1137568722221376
4,x1,2,-1.540726065112,-2.9061562137756805,1.6861934054636696,-1.4266927124518474
4,x1,3,-0.9127260650641276,-2.9061562137756805,1.6861934054636696,-1.0498678977134515
4,x1,4,-0.2847260651119998,-2.9061562137756805,1.6861934054636696,-0.1270756264496774
4,x1,5,0.3432739348880003,-2.9061562137756805,1.6861934054636696,0.9895542871307403
4,x1,6,0.9712739348880004,-2.9061562137756805,1.6861934054636696,1.8739252051851776
4,x1,7,1.5992739348880005,-2.9061562137756805,1.6861934054636696,2.1885685804725097
4,x1,8,2.2272739348879997,-2.9061562137756805,1.6861934054636696,1.813419132023465
4,x1,9,2.855273934888,-2.9061562137756805,1.6861934054636696,0.8916307523754893
4,x2,0,-0.9127260650641276,-2.9061562137756805,1.6861934054636696,-1.0498678977134515
4,x2,1,-0.9127260650641276,-2.2781562137240003,1.6861934054636696,2.6132891163127567
4,x2,2,-0.9127260650641276,-1.650156213724,1.6861934054636696,5.525242850829994
4,x2,3,-0.9127260650641276,-1.0221562137240001,1.6861934054636696,3.6653004505141693
4,x2,4,-0.9127260650641276,-0.394156213724,1.6861934054636696,-0.39841448022270587
4,x2,5,-0.9127260650641276,0.2338437862760001,1.6861934054636696,-1.0549097765400424
4,x2,6,-0.9127260650641276,0.8618437862759998,1.6861934054636696,2.6022733133878733
4,x2,7,-0.9127260650641276,1.489843786276,1.6861934054636696,5.523463242041335
4,x2,8,-0.9127260650641276,2.117843786276,1.6861934054636696,3.675214238480482
4,x2,9,-0.9127260650641276,2.745843786276,1.6861934054636696,-0.39049580159768515
4,x3,0,-0.9127260650641276,-2.9061562137756805,-2.709806594712,-4.6763202758279805
4,x3,1,-0.9127260650641276,-2.9061562137756805,-2.081806594712,-1.8963283296606361
4,x3,2,-0.9127260650641276,-2.9061562137756805,-1.453806594712,-0.7637041340332159
4,x3,3,-0.9127260650641276,-2.9061562137756805,-0.8258065947120001,-0.4470728385671396
4,x3,4,-0.9127260650641276,-2.9061562137756805,-0.19780659471200002,-0.41039925707532
4,x3,5,-0.9127260650641276,-2.9061562137756805,0.4301934052880001,-0.4129878675621626
4,x3,6,-0.9127260650641276,-2.9061562137756805,1.0581934052880002,-0.5094828122235655
4,x3,7,-0.9127260650641276,-2.9061562137756805,1.6861934054636696,-1.0498678977134515
4,x3,8,-0.9127260650641276,-2.9061562137756805,2.3141934052880004,-2.679466593811108
4,x3,9,-0.9127260650641276,-2.9061562137756805,2.9421934052880006,-6.338942036086507
5,x1,0,-2.945808824524,0.6721366261139234,-2.2229443785277736,2.0443754395239186
5,x1,1,-2.317808824524,0.6721366261139234,-2.2229443785277736,0.18859015457563455
5,x1,2,-1.6898088245240002,0.6721366261139234,-2.2229443785277736,-0.7035457051847114
5,x1,3,-1.0618088245240003,0.6721366261139234,-2.2229443785277736,-0.2916005556912773
5,x1,4,-0.43380882452400016,0.6721366261139234,-2.2229443785277736,1.2672307786847226
5,x1,5,0.1941911754759995,0.6721366261139234,-2.2229443785277736,3.378111295655712
5,x1,6,0.8221911757224474,0.6721366261139234,-2.2229443785277736,5.235546641655242
5,x1,7,1.4501911754759997,0.6721366261139234,-2.2229443785277736,6.130755018968136
5,x1,8,2.078191175476,0.6721366261139234,-2.2229443785277736,5.722132398034477
5,x1,9,2.706191175476,0.6721366261139234,-2.2229443785277736,4.1656057535326525
5,x2,0,0.8221911757224474,-3.0958633737440002,-2.2229443785277736,2.5362423642569816
5,x2,1,0.8221911757224474,-2.467863373744,-2.2229443785277736,5.246414376407039
5,x2,2,0.8221911757224474,-1.839863373744,-2.2229443785277736,9.026947205949554
5,x2,3,0.8221911757224474,-1.211863373744,-2.2229443785277736,8.657853612874266
5,x2,4,0.8221911757224474,-0.5838633737440002,-2.2229443785277736,4.648761190193162
5,x2,5,0.8221911757224474,0.0441366262559999,-2.2229443785277736,2.5352418358362003
5,x2,6,0.8221911757224474,0.6721366261139234,-2.2229443785277736,5.235546641655242
5,x2,7,0.8221911757224474,1.3001366262560006,-2.2229443785277736,9.021217937759648
5,x2,8,0.8221911757224474,1.9281366262559998,-2.2229443785277736,8.665173522389502
5,x2,9,0.8221911757224474,2.556136626256,-2.2229443785277736,4.659023280333929
5,x3,0,0.8221911757224474,0.6721366261139234,-2.8509443785440003,8.286566879814783
5,x3,1,0.8221911757224474,0.6721366261139234,-2.2229443785277736,5.235546641655242
5,x3,2,0.8221911757224474,0.6721366261139234,-1.594944378544,3.9206735998535858
5,x3,3,0.8221911757224474,0.6721366261139234,-0.966944378544,3.510617769496711
5,x3,4,0.8221911757224474,0.6721366261139234,-0.3389443785440003,3.4475381351217806
5,x3,5,0.8221911757224474,0.6721366261139234,0.28905562145599983,3.447082650455046
5,x3,6,0.8221911757224474,0.6721366261139234,0.9170556214560004,3.498388238464079
5,x3,7,0.8221911757224474,0.6721366261139234,1.5450556214560005,3.8640807913577775
5,x3,8,0.8221911757224474,0.6721366261139234,2.1730556214559997,5.080275170586358
5,x3,9,0.8221911757224474,0.6721366261139234,2.801055621456,7.956575206841364
6,x1,0,-2.9084551201360003,2.301994856105854,-0.7455948297389559,3.6404838158635844
6,x1,1,-2.280455120136,2.301994856105854,-0.7455948297389559,3.0966275034282895
6,x1,2,-1.652455120136,2.301994856105854,-0.7455948297389559,2.8511862921074056
6,x1,3,-1.0244551201141139,2.301994856105854,-0.7455948297389559,2.997818495779171
6,x1,4,-0.3964551201359998,2.301994856105854,-0.7455948297389559,3.4805704916267226
6,x1,5,0.23154487986399985,2.301994856105854,-0.7455948297389559,4.115228154825963
6,x1,6,0.8595448798640004,2.301994856105854,-0.7455948297389559,4.65961142808053
6,x1,7,1.4875448798640005,2.301994856105854,-0.7455948297389559,4.90598820643638
6,x1,8,2.1155448798639997,2.301994856105854,-0.7455948297389559,4.7603431714696445
6,x1,9,2.743544879864,2.301994856105854,-0.7455948297389559,4.278253250643334
6,x2,0,-1.0244551201141139,-2.72200514366,-0.7455948297389559,0.28089443231183286
6,x2,1,-1.0244551201141139,-2.09400514366,-0.7455948297389559,4.371527099498536
6,x2,2,-1.0244551201141139,-1.4660051436600001,-0.7455948297389559,6.04257624538933
6,x2,3,-1.0244551201141139,-0.8380051436600002,-0.7455948297389559,2.9867334528171168
6,x2,4,-1.0244551201141139,-0.21000514366000012,-0.7455948297389559,-0.576632976466159
6,x2,5,-1.0244551201141139,0.41799485634,-0.7455948297389559,0.2726107405307513
6,x2,6,-1.0244551201141139,1.0459948563399997,-0.7455948297389559,4.361867627069198
6,x2,7,-1.0244551201141139,1.6739948563399998,-0.7455948297389559,6.044878351117976
6,x2,8,-1.0244551201141139,2.301994856105854,-0.7455948297389559,2.997818495779171
6,x2,9,-1.0244551201141139,2.92999485634,-0.7455948297389559,-0.5720707188342669
6,x3,0,-1.0244551201141139,2.301994856105854,-2.629594829992,-1.0611563249548257
6,x3,1,-1.0244551201141139,2.301994856105854,-2.0015948299920003,1.6527679305953906
6,x3,2,-1.0244551201141139,2.301994856105854,-1.3735948299920002,2.7200569253734233
6,x3,3,-1.0244551201141139,2.301994856105854,-0.7455948297389559,2.997818495779171
6,x3,4,-1.0244551201141139,2.301994856105854,-0.117594829992,3.024207307752092
6,x3,5,-1.0244551201141139,2.301994856105854,0.5104051700079997,3.018424857129661
6,x3,6,-1.0244551201141139,2.301994856105854,1.1384051700079998,2.880719469288911
6,x3,7,-1.0244551201141139,2.301994856105854,1.766405170008,2.1923862993256606
6,x3,8,-1.0244551201141139,2.301994856105854,2.394405170008,0.21576733201866993
6,x3,9,-1.0244551201141139,2.301994856105854,3.022405170008,-4.1057486181703595
7,x1,0,-2.80550824696,0.14345525477161658,-2.8885768146273305,-2.4827510914514384
7,x1,1,-2.17750824696,0.14345525477161658,-2.8885768146273305,-6.397951252682056
7,x1,2,-1.5495082469600001,0.14345525477161658,-2.8885768146273305,-7.8171522534313205
7,x1,3,-0.9215082469600002,0.14345525477161658,-2.8885768146273305,-6.198798859138114
7,x1,4,-0.2935082471591599,0.14345525477161658,-2.8885768146273305,-2.160441193950275
7,x1,5,0.33449175304,0.14345525477161658,-2.8885768146273305,2.7569172297211386
7,x1,6,0.9624917530399997,0.14345525477161658,-2.8885768146273305,6.676853552262065
7,x1,7,1.5904917530399998,0.14345525477161658,-2.8885768146273305,8.103552852922498
7,x1,8,2.21849175304,0.14345525477161658,-2.8885768146273305,6.4925986085958165
7,x1,9,2.84649175304,0.14345525477161658,-2.8885768146273305,2.458717488156249
7,x2,0,-0.2935082471591599,-2.9965447454480003,-2.8885768146273305,-2.1572692302204386
7,x2,1,-0.2935082471591599,-2.368544745448,-2.8885768146273305,1.1100454264678503
7,x2,2,-0.2935082471591599,-1.740544745448,-2.8885768146273305,4.496716628158048
7,x2,3,-0.2935082471591599,-1.112544745448,-2.8885768146273305,3.3265833002028202
7,x2,4,-0.2935082471591599,-0.4845447454480003,-2.8885768146273305,-0.7846878467939231
7,x2,5,-0.2935082471591599,0.14345525477161658,-2.8885768146273305,-2.160441193950275
7,x2,6,-0.2935082471591599,0.7714552545520004,-2.8885768146273305,1.0989007095036971
7,x2,7,-0.2935082471591599,1.399455254552,-2.8885768146273305,4.4929872750885975
7,x2,8,-0.2935082471591599,2.027455254552,-2.8885768146273305,3.3354186315904855
7,x2,9,-0.2935082471591599,2.6554552545520003,-2.8885768146273305,-0.775487253407396
7,x3,0,-0.2935082471591599,0.14345525477161658,-2.8885768146273305,-2.160441193950275
7,x3,1,-0.2935082471591599,0.14345525477161658,-2.260576814452,-0.9017581442212329
7,x3,2,-0.2935082471591599,0.14345525477161658,-1.632576814452,-0.3517652275703149
7,x3,3,-0.2935082471591599,0.14345525477161658,-1.0045768144520002,-0.1757063514903224
7,x3,4,-0.2935082471591599,0.14345525477161658,-0.3765768144520001,-0.14682364125747766
7,x3,5,-0.2935082471591599,0.14345525477161658,0.251423185548,-0.14635743944239357
7,x3,6,-0.2935082471591599,0.14345525477161658,0.8794231855479997,-0.16354630591007352
7,x3,7,-0.2935082471591599,0.14345525477161658,1.5074231855479998,-0.29562701781991146
7,x3,8,-0.2935082471591599,0.14345525477161658,2.135423185548,-0.747834569625692
7,x3,9,-0.2935082471591599,0.14345525477161658,2.763423185548,-1.8334021730755903
8,x1,0,-2.7350134025240003,0.45230929076122317,-1.301719094542232,0.8280322589382949
8,x1,1,-2.107013402524,0.45230929076122317,-1.301719094542232,0.23057810223114736
8,x1,2,-1.4790134025240003,0.45230929076122317,-1.301719094542232,0.05534466619121553
8,x1,3,-0.8510134025239999,0.45230929076122317,-1.301719094542232,0.36919956471353915
8,x1,4,-0.22301340252400026,0.45230929076122317,-1.301719094542232,1.0523783929691484
8,x1,5,0.4049865973229281,0.45230929076122317,-1.301719094542232,1.8441858226396284
8,x1,6,1.032986597476,0.45230929076122317,-1.301719094542232,2.442474760111652
8,x1,7,1.660986597476,0.45230929076122317,-1.301719094542232,2.618943149249516
8,x1,8,2.288986597476,0.45230929076122317,-1.301719094542232,2.3062521285637425
8,x1,9,2.9169865974760003,0.45230929076122317,-1.301719094542232,1.6237219768331916
8,x2,0,0.4049865973229281,-2.6876907093280002,-1.301719094542232,1.8529616728723037
8,x2,1,0.4049865973229281,-2.059690709328,-1.301719094542232,5.963136673870538
8,x2,2,0.4049865973229281,-1.4316907093280002,-1.301719094542232,7.37255387037147
8,x2,3,0.4049865973229281,-0.8036907093279999,-1.301719094542232,4.1351543036763605
8,x2,4,0.4049865973229281,-0.17569070932800024,-1.301719094542232,0.7209915855159711
8,x2,5,0.4049865973229281,0.45230929076122317,-1.301719094542232,1.8441858226396284
8,x2,6,0.4049865973229281,1.0803092906720004,-1.301719094542232,5.953881658620264
8,x2,7,0.4049865973229281,1.7083092906719997,-1.301719094542232,7.375598593381817
8,x2,8,0.4049865973229281,2.3363092906719998,-1.301719094542232,4.146294750333527
8,x2,9,0.4049865973229281,2.9643092906720008,-1.301719094542232,0.7248455353710254
8,x3,0,0.4049865973229281,0.45230929076122317,-2.557719094568,3.4172790413592553
8,x3,1,0.4049865973229281,0.45230929076122317,-1.929719094568,2.277418229792949
8,x3,2,0.4049865973229281,0.45230929076122317,-1.301719094542232,1.8441858226396284
8,x3,3,0.4049865973229281,0.45230929076122317,-0.6737190945679998,1.7391746532741126
8,x3,4,0.4049865973229281,0.45230929076122317,-0.04571909456800016,1.7310573917641132
8,x3,5,0.4049865973229281,0.45230929076122317,0.582280905432,1.7355865449598131
8,x3,6,0.4049865973229281,0.45230929076122317,1.210280905432,1.8155944564490778
8,x3,7,0.4049865973229281,0.45230929076122317,1.8382809054320002,2.180993306566412
8,x3,8,0.4049865973229281,0.45230929076122317,2.4662809054320003,3.1887751123929613
8,x3,9,0.4049865973229281,0.45230929076122317,3.0942809054320004,5.343011727756512
9,x1,0,-2.962957098656,0.9682239192021309,1.9036785112205865,4.340403352335944
9,x1,1,-2.334957098656,0.9682239192021309,1.9036785112205865,3.0813117437433877
9,x1,2,-1.706957098656,0.9682239192021309,1.9036785112205865,2.4595318206375207
9,x1,3,-1.0789570988800707,0.9682239192021309,1.9036785112205865,2.712329602121917
9,x1,4,-0.4509570986560001,0.9682239192021309,1.9036785112205865,3.7432395693120886
9,x1,5,0.17704290134400003,0.9682239192021309,1.9036785112205865,5.158875098531776
9,x1,6,0.8050429013439997,0.9682239192021309,1.9036785112205865,6.4190415095859485
9,x1,7,1.4330429013440003,0.9682239192021309,1.9036785112205865,7.0428698374977
9,x1,8,2.0610429013440004,0.9682239192021309,1.9036785112205865,6.792312408773453
9,x1,9,2.6890429013440005,0.9682239192021309,1.9036785112205865,5.762979843059158
9,x2,0,-1.0789570988800707,-2.799776080876,1.9036785112205865,-1.2526135708148307
9,x2,1,-1.0789570988800707,-2.171776080876,1.9036785112205865,2.7227347893252443
9,x2,2,-1.0789570988800707,-1.543776080876,1.9036785112205865,4.955767850894128
9,x2,3,-1.0789570988800707,-0.9157760808760003,1.9036785112205865,2.36321544709865
9,x2,4,-1.0789570988800707,-0.2877760808759997,1.9036785112205865,-1.4752443509920508
9,x2,5,-1.0789570988800707,0.3402239191239995,1.9036785112205865,-1.2596413881788495
9,x2,6,-1.0789570988800707,0.9682239192021309,1.9036785112205865,2.712329602121917
9,x2,7,-1.0789570988800707,1.5962239191239997,1.9036785112205865,4.9563523012773025
9,x2,8,-1.0789570988800707,2.224223919124,1.9036785112205865,2.373982553156198
9,x2,9,-1.0789570988800707,2.852223919124,1.9036785112205865,-1.4691613180431786
9,x3,0,-1.0789570988800707,0.9682239192021309,-3.120321488748,-4.486097957429175
9,x3,1,-1.0789570988800707,0.9682239192021309,-2.492321488748,0.4688685272444655
9,x3,2,-1.0789570988800707,0.9682239192021309,-1.864321488748,2.805135965750404
9,x3,3,-1.0789570988800707,0.9682239192021309,-1.236321488748,3.664051103664871
9,x3,4,-1.0789570988800707,0.9682239192021309,-0.608321488748,3.8579157040285574
9,x3,5,-1.0789570988800707,0.9682239192021309,0.01967851125199971,3.8699865473466164
9,x3,6,-1.0789570988800707,0.9682239192021309,0.6476785112520003,3.8544754315886642
9,x3,7,-1.0789570988800707,0.9682239192021309,1.2756785112520004,3.6365491721887797
9,x3,8,-1.0789570988800707,0.9682239192021309,1.9036785112205865,2.712329602121917
9,x3,9,-1.0789570988800707,0.9682239192021309,2.5316785112519997,0.2488935715218452
10,x1,0,-2.789743093216,3.0070623125489138,-1.5175983931586523,-0.40151248854717436
10,x1,1,-2.1617430932160002,3.0070623125489138,-1.5175983931586523,-1.1449627317761792
10,x1,2,-1.533743093216,3.0070623125489138,-1.5175983931586523,-1.403452293703108
10,x1,3,-0.905743093216,3.0070623125489138,-1.5175983931586523,-1.0783437189801737
10,x1,4,-0.2777430932159999,3.0070623125489138,-1.5175983931586523,-0.29369572117152765
10,x1,5,0.35025690678400023,3.0070623125489138,-1.5175983931586523,0.6510765849668273
10,x1,6,0.9782569067840003,3.0070623125489138,-1.5175983931586523,1.3954559875759052
10,x1,7,1.6062569067840005,3.0070623125489138,-1.5175983931586523,1.6553935311028294
10,x1,8,2.2342569067839997,3.0070623125489138,-1.5175983931586523,1.3316992225292437
10,x1,9,2.8622569068540122,3.0070623125489138,-1.5175983931586523,0.5478921031797712
10,x2,0,2.8622569068540122,-2.644937687648,-1.5175983931586523,2.011246813488326
10,x2,1,2.8622569068540122,-2.0169376876480003,-1.5175983931586523,6.118693585804938
10,x2,2,2.8622569068540122,-1.388937687648,-1.5175983931586523,7.192998668920662
10,x2,3,2.8622569068540122,-0.7609376876480001,-1.5175983931586523,3.75081062043555
10,x2,4,2.8622569068540122,-0.13293768764799996,-1.5175983931586523,0.5449456440333681
10,x2,5,2.8622569068540122,0.49506231235200016,-1.5175983931586523,2.001915827969214
10,x2,6,2.8622569068540122,1.1230623123519998,-1.5175983931586523,6.1100032181522455
10,x2,7,2.8622569068540122,1.751062312352,-1.5175983931586523,7.196948182281521
10,x2,8,2.8622569068540122,2.379062312352,-1.5175983931586523,3.7619467069622328
10,x2,9,2.8622569068540122,3.0070623125489138,-1.5175983931586523,0.5478921031797712
10,x3,0,2.8622569068540122,3.0070623125489138,-2.773598393228,2.033335602763557
10,x3,1,2.8622569068540122,3.0070623125489138,-2.145598393228,0.9859728670842434
10,x3,2,2.8622569068540122,3.0070623125489138,-1.5175983931586523,0.5478921031797712
